hersteller;;;;;;;;;;;;;;;;;;;;;;;;;
A. Nowak & Co.;;;;;;;;;;;;;;;;;;;;;;;;;
Adlerwerke;;;;;;;;;;;;;;;;;;;;;;;;;
AEG-Telefunken und Siemens AG;;;;;;;;;;;;;;;;;;;;;;;;;
Arado Flugzeugwerke GmbH ;;;;;;;;;;;;;;;;;;;;;;;;;
Avery Power Machinery Company;;;;;;;;;;;;;;;;;;;;;;;;;
Badische Maschinenfabrik Durlach;;;;;;;;;;;;;;;;;;;;;;;;;
Bayerische Maschinenfabrik F. J. Schlageter;;;;;;;;;;;;;;;;;;;;;;;;;
Berliner Maschinenbau AG;;;;;;;;;;;;;;;;;;;;;;;;;
Biberach an der Riß;;;;;;;;;;;;;;;;;;;;;;;;;
Brown, Boveri & Cie.;;;;;;;;;;;;;;;;;;;;;;;;;
C. Lorenz AG;;;;;;;;;;;;;;;;;;;;;;;;;
Carl Kaelble GmbH;;;;;;;;;;;;;;;;;;;;;;;;;
Daimler-Benz;;;;;;;;;;;;;;;;;;;;;;;;;
Deutsche Demokratische Republik (DDR);;;;;;;;;;;;;;;;;;;;;;;;;
Deutsche Hollerith-Maschinen Gesellschaft mbH;;;;;;;;;;;;;;;;;;;;;;;;;
Deutsche Reichsbahn;;;;;;;;;;;;;;;;;;;;;;;;;
Dinglersche Maschinenfabrik;;;;;;;;;;;;;;;;;;;;;;;;;
Dirksen und Sohn;;;;;;;;;;;;;;;;;;;;;;;;;
Fiat Trattori S.p.A.;;;;;;;;;;;;;;;;;;;;;;;;;
Frisch & Wiermann;;;;;;;;;;;;;;;;;;;;;;;;;
Hans Grade;;;;;;;;;;;;;;;;;;;;;;;;;
Heidelberger Druckmaschinen AG;;;;;;;;;;;;;;;;;;;;;;;;;
Heinrich Lanz AG;;;;;;;;;;;;;;;;;;;;;;;;;
Herzoglich-Braunschweigisches Hüttenwerk;;;;;;;;;;;;;;;;;;;;;;;;;
Jüngers Mechaniske Etablissement;;;;;;;;;;;;;;;;;;;;;;;;;
Junkers Flugzeug- und Motorenwerke AG;;;;;;;;;;;;;;;;;;;;;;;;;
Koenig & Bauer AG;;;;;;;;;;;;;;;;;;;;;;;;;
Konrad Zuse;;;;;;;;;;;;;;;;;;;;;;;;;
Maschinenbau Kiel;;;;;;;;;;;;;;;;;;;;;;;;;
Maschinenbau-Gesellschaft Karlsruhe;;;;;;;;;;;;;;;;;;;;;;;;;
Maschinenbauanstalt Schöttler & Co.;;;;;;;;;;;;;;;;;;;;;;;;;
Maschinenfabrik Buckau R. Wolf;;;;;;;;;;;;;;;;;;;;;;;;;
Maschinenfabrik J. Sandt AG ;;;;;;;;;;;;;;;;;;;;;;;;;
Maschinenfabrik Karl Krause;;;;;;;;;;;;;;;;;;;;;;;;;
Mechanische Küferei Gockenbach;;;;;;;;;;;;;;;;;;;;;;;;;
Mergenthaler Setzmaschinen-Fabrik G.m.b.H;;;;;;;;;;;;;;;;;;;;;;;;;
Moenus AG;;;;;;;;;;;;;;;;;;;;;;;;;
Paul Gossen Co. K.-G.;;;;;;;;;;;;;;;;;;;;;;;;;
Platt Brothers & Co. Limited;;;;;;;;;;;;;;;;;;;;;;;;;
R. Gudel;;;;;;;;;;;;;;;;;;;;;;;;;
Reichsbahnausbesserungswerk (RAW);;;;;;;;;;;;;;;;;;;;;;;;;
Remington Typewriter Inc.;;;;;;;;;;;;;;;;;;;;;;;;;
Schaeffer & Budenberg;;;;;;;;;;;;;;;;;;;;;;;;;
Schuchardt & Schütte;;;;;;;;;;;;;;;;;;;;;;;;;
Schwermaschinenbau-Kombinat Ernst Thälmann;;;;;;;;;;;;;;;;;;;;;;;;;
Siemens & Halske AG;;;;;;;;;;;;;;;;;;;;;;;;;
Süddeutsche Automobil-Fabrik Gaggenau;;;;;;;;;;;;;;;;;;;;;;;;;
Telefunken GmbH;;;;;;;;;;;;;;;;;;;;;;;;;
Tischlerei Th. Hütt;;;;;;;;;;;;;;;;;;;;;;;;;
TURNER Maschinenfabrik AG;;;;;;;;;;;;;;;;;;;;;;;;;
United States Army;;;;;;;;;;;;;;;;;;;;;;;;;
Waggonfabrik Heinrich Fuchs;;;;;;;;;;;;;;;;;;;;;;;;;
Waggonfabrik Rastatt;;;;;;;;;;;;;;;;;;;;;;;;;
Waggonfabrik Uerdingen;;;;;;;;;;;;;;;;;;;;;;;;;
